title,abstract,pmc_id,pmc_url
Overexpression of low-density lipoprotein receptor prevents neurotoxic polarization of astrocytes via inhibiting NLRP3 inflammasome activation in experimental ischemic stroke.,"JOURNAL/nrgr/04.03/01300535-202502000-00027/figure1/v/2024-05-28T214302Z/r/image-tiff Neurotoxic astrocytes are a promising therapeutic target for the attenuation of cerebral ischemia/reperfusion injury. Low-density lipoprotein receptor, a classic cholesterol regulatory receptor, has been found to inhibit NLR family pyrin domain containing protein 3 (NLRP3) inflammasome activation in neurons following ischemic stroke and to suppress the activation of microglia and astrocytes in individuals with Alzheimer's disease. However, little is known about the effects of low-density lipoprotein receptor on astrocytic activation in ischemic stroke. To address this issue in the present study, we examined the mechanisms by which low-density lipoprotein receptor regulates astrocytic polarization in ischemic stroke models. First, we examined low-density lipoprotein receptor expression in astrocytes via immunofluorescence staining and western blotting analysis. We observed significant downregulation of low-density lipoprotein receptor following middle cerebral artery occlusion reperfusion and oxygen-glucose deprivation/reoxygenation. Second, we induced the astrocyte-specific overexpression of low-density lipoprotein receptor using astrocyte-specific adeno-associated virus. Low-density lipoprotein receptor overexpression in astrocytes improved neurological outcomes in middle cerebral artery occlusion mice and reversed neurotoxic astrocytes to create a neuroprotective phenotype. Finally, we found that the overexpression of low-density lipoprotein receptor inhibited NLRP3 inflammasome activation in oxygen-glucose deprivation/reoxygenation injured astrocytes and that the addition of nigericin, an NLRP3 agonist, restored the neurotoxic astrocyte phenotype. These findings suggest that low-density lipoprotein receptor could inhibit the NLRP3-meidiated neurotoxic polarization of astrocytes and that increasing low-density lipoprotein receptor in astrocytes might represent a novel strategy for treating cerebral ischemic stroke.",Not available,URL not available
P2Y1 receptor in Alzheimer's disease.,"Alzheimer's disease is the most frequent form of dementia characterized by the deposition of amyloid-beta plaques and neurofibrillary tangles consisting of hyperphosphorylated tau. Targeting amyloid-beta plaques has been a primary direction for developing Alzheimer's disease treatments in the last decades. However, existing drugs targeting amyloid-beta plaques have not fully yielded the expected results in the clinic, necessitating the exploration of alternative therapeutic strategies. Increasing evidence unravels that astrocyte morphology and function alter in the brain of Alzheimer's disease patients, with dysregulated astrocytic purinergic receptors, particularly the P2Y1 receptor, all of which constitute the pathophysiology of Alzheimer's disease. These receptors are not only crucial for maintaining normal astrocyte function but are also highly implicated in neuroinflammation in Alzheimer's disease. This review delves into recent insights into the association between P2Y1 receptor and Alzheimer's disease to underscore the potential neuroprotective role of P2Y1 receptor in Alzheimer's disease by mitigating neuroinflammation, thus offering promising avenues for developing drugs for Alzheimer's disease and potentially contributing to the development of more effective treatments.",Not available,URL not available
Nanomaterials-mediated lysosomal regulation: a robust protein-clearance approach for the treatment of Alzheimer's disease.,"Alzheimer's disease is a debilitating, progressive neurodegenerative disorder characterized by the progressive accumulation of abnormal proteins, including amyloid plaques and intracellular tau tangles, primarily within the brain. Lysosomes, crucial intracellular organelles responsible for protein degradation, play a key role in maintaining cellular homeostasis. Some studies have suggested a link between the dysregulation of the lysosomal system and pathogenesis of neurodegenerative diseases, including Alzheimer's disease. Restoring the normal physiological function of lysosomes hold the potential to reduce the pathological burden and improve the symptoms of Alzheimer's disease. Currently, the efficacy of drugs in treating Alzheimer's disease is limited, with major challenges in drug delivery efficiency and targeting. Recently, nanomaterials have gained widespread use in Alzheimer's disease drug research owing to their favorable physical and chemical properties. This review aims to provide a comprehensive overview of recent advances in using nanomaterials (polymeric nanomaterials, nanoemulsions, and carbon-based nanomaterials) to enhance lysosomal function in treating Alzheimer's disease. This review also explores new concepts and potential therapeutic strategies for Alzheimer's disease through the integration of nanomaterials and modulation of lysosomal function. In conclusion, this review emphasizes the potential of nanomaterials in modulating lysosomal function to improve the pathological features of Alzheimer's disease. The application of nanotechnology to the development of Alzheimer's disease drugs brings new ideas and approaches for future treatment of this disease.",Not available,URL not available
Interleukin 1β receptor and synaptic dysfunction in recurrent brain infection with Herpes simplex virus type-1.,"Several experimental evidence suggests a link between brain Herpes simplex virus type-1 infection and the occurrence of Alzheimer's disease. However, the molecular mechanisms underlying this association are not completely understood. Among the molecular mediators of synaptic and cognitive dysfunction occurring after Herpes simplex virus type-1 infection and reactivation in the brain neuroinflammatory cytokines seem to occupy a central role. Here, we specifically reviewed literature reports dealing with the impact of neuroinflammation on synaptic dysfunction observed after recurrent Herpes simplex virus type-1 reactivation in the brain, highlighting the role of interleukins and, in particular, interleukin 1β as a possible target against Herpes simplex virus type-1-induced neuronal dysfunctions.",Not available,URL not available
The emerging role of nitric oxide in the synaptic dysfunction of vascular dementia.,"With an increase in global aging, the number of people affected by cerebrovascular diseases is also increasing, and the incidence of vascular dementia-closely related to cerebrovascular risk-is increasing at an epidemic rate. However, few therapeutic options exist that can markedly improve the cognitive impairment and prognosis of vascular dementia patients. Similarly in Alzheimer's disease and other neurological disorders, synaptic dysfunction is recognized as the main reason for cognitive decline. Nitric oxide is one of the ubiquitous gaseous cellular messengers involved in multiple physiological and pathological processes of the central nervous system. Recently, nitric oxide has been implicated in regulating synaptic plasticity and plays an important role in the pathogenesis of vascular dementia. This review introduces in detail the emerging role of nitric oxide in physiological and pathological states of vascular dementia and summarizes the diverse effects of nitric oxide on different aspects of synaptic dysfunction, neuroinflammation, oxidative stress, and blood-brain barrier dysfunction that underlie the progress of vascular dementia. Additionally, we propose that targeting the nitric oxide-sGC-cGMP pathway using certain specific approaches may provide a novel therapeutic strategy for vascular dementia.",Not available,URL not available
Repetitive transcranial magnetic stimulation in Alzheimer's disease: effects on neural and synaptic rehabilitation.,"Alzheimer's disease is a neurodegenerative disease resulting from deficits in synaptic transmission and homeostasis. The Alzheimer's disease brain tends to be hyperexcitable and hypersynchronized, thereby causing neurodegeneration and ultimately disrupting the operational abilities in daily life, leaving patients incapacitated. Repetitive transcranial magnetic stimulation is a cost-effective, neuro-modulatory technique used for multiple neurological conditions. Over the past two decades, it has been widely used to predict cognitive decline; identify pathophysiological markers; promote neuroplasticity; and assess brain excitability, plasticity, and connectivity. It has also been applied to patients with dementia, because it can yield facilitatory effects on cognition and promote brain recovery after a neurological insult. However, its therapeutic effectiveness at the molecular and synaptic levels has not been elucidated because of a limited number of studies. This study aimed to characterize the neurobiological changes following repetitive transcranial magnetic stimulation treatment, evaluate its effects on synaptic plasticity, and identify the associated mechanisms. This review essentially focuses on changes in the pathology, amyloidogenesis, and clearance pathways, given that amyloid deposition is a major hypothesis in the pathogenesis of Alzheimer's disease. Apoptotic mechanisms associated with repetitive transcranial magnetic stimulation procedures and different pathways mediating gene transcription, which are closely related to the neural regeneration process, are also highlighted. Finally, we discuss the outcomes of animal studies in which neuroplasticity is modulated and assessed at the structural and functional levels by using repetitive transcranial magnetic stimulation, with the aim to highlight future directions for better clinical translations.",Not available,URL not available
Phonological processing in Chinese word repetition: Dementia effect and age effect.,"This paper examined phonological processing as reflected in Mandarin word and non-word repetition. Issues related to dementia effects, age effects, and linguistic variables are discussed. Forty-five speakers of Mandarin Chinese in Taiwan took part in this study. Fourteen seniors with Alzheimer's disease (AD), 14 healthy adults, and 17 healthy seniors individually completed a task of word repetition. Scores of accurate repetition were calculated, and error types as well as error frequency were analysed. Linguistic variables, including lexicality, frequency, non-word, and syllable length, were discussed. Major findings were indicative of a significant dementia effect, in which participants with AD were significantly impaired in repeating words with more syllables, specifically 5-syllable non-words of low frequency. Numerous significant age effects were noted. Theoretical implications and directions for future study are discussed.",Not available,URL not available
"The Current Status and Trends of Research Related to Vestibular Disorders, Vertigo, and Cognitive Impairment in the Elderly Population: A Bibliometric Analysis.",,Not available,URL not available
[Blood biomarkers open a window to brain pathophysiology in Alzheimer's disease].,"Technical developments have paved the way for the development of ultrasensitive analytical methods that allow for precise quantification of brain-specific proteins in blood samples. Plasma levels of amyloid β, specifically the Aβ42/40 ratio, are reduced in Alzheimer's disease (AD) and show concordance with brain amyloidosis assessed by PET, but the overlap with normal elderly may be too large for reliable use in clinical applications. Plasma phosphorylated tau (P-tau), especially a variant called P-tau217, is markedly increased in the early symptomatic stages of AD but remains normal in other neurodegenerative disorders. Total tau (T-tau) is measurable in blood and shows most promise as a biomarker for acute neuronal injury (e.g. acute traumatic or hypoxic brain injury), where T-tau shows a fast and dramatic increase but does not work well as an AD biomarker due to contributions to blood levels from peripheral tissues. Instead, a novel method for tau protein produced only in the CNS called brain-derived tau (BD-tau) shows promise as a biomarker for AD-type neurodegeneration. Neurofilament light (NFL) levels in blood correlate tightly with levels in CSF and reflect axonal injury irrespective of the underlying cause. Increased blood NFL concentration is found in several neurodegenerative disorders, including AD, but even more so in disorders such as motor neuron disease and frontotemporal dementia. Glial fibrillary acidic protein (GFAP) is expressed with activation of astrocytes, and is mildly increased in AD, but is also very high also in acute brain disorders. These blood tests show promise as tools to identify AD pathophysiology in the first assessment of patients with early cognitive symptoms, also in primary care, to guide clinical management and possible admission to the specialist clinic. A two-step model will result in a very high accuracy to either predict or exclude brain amyloidosis of the Alzheimer type.",Not available,URL not available
Potential molecular mechanism of exercise reversing insulin resistance and improving neurodegenerative diseases.,"Neurodegenerative diseases are debilitating nervous system disorders attributed to various conditions such as body aging, gene mutations, genetic factors, and immune system disorders. Prominent neurodegenerative diseases include Alzheimer's disease, Parkinson's disease, Huntington's disease, amyotrophic lateral sclerosis, and multiple sclerosis. Insulin resistance refers to the inability of the peripheral and central tissues of the body to respond to insulin and effectively regulate blood sugar levels. Insulin resistance has been observed in various neurodegenerative diseases and has been suggested to induce the occurrence, development, and exacerbation of neurodegenerative diseases. Furthermore, an increasing number of studies have suggested that reversing insulin resistance may be a critical intervention for the treatment of neurodegenerative diseases. Among the numerous measures available to improve insulin sensitivity, exercise is a widely accepted strategy due to its convenience, affordability, and significant impact on increasing insulin sensitivity. This review examines the association between neurodegenerative diseases and insulin resistance and highlights the molecular mechanisms by which exercise can reverse insulin resistance under these conditions. The focus was on regulating insulin resistance through exercise and providing practical ideas and suggestions for future research focused on exercise-induced insulin sensitivity in the context of neurodegenerative diseases.",PMC11137309,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137309/
Efficacy of Citicoline Delivered via Brain Extracellular Space against Experimental Acute Ischemic Stroke in Rats.,,PMC11134581,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11134581/
The microbiota-gut-brain-immune interface in the pathogenesis of neuroinflammatory diseases: a narrative review of the emerging literature.,"Research is beginning to elucidate the sophisticated mechanisms underlying the microbiota-gut-brain-immune interface, moving from primarily animal models to human studies. Findings support the dynamic relationships between the gut microbiota as an ecosystem (microbiome) within an ecosystem (host) and its intersection with the host immune and nervous systems. Adding this to the effects on epigenetic regulation of gene expression further complicates and strengthens the response. At the heart is inflammation, which manifests in a variety of pathologies including neurodegenerative diseases such as Alzheimer's disease, Parkinson's disease, and Multiple Sclerosis (MS).",PMC11137262,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137262/
Alzheimer's disease and oral manifestations: a bi-directional Mendelian randomization study.,"Epidemiological studies have provided evidence suggesting an association between Alzheimer's disease (AD) and various oral manifestations. However, conflicting conclusions have been drawn, and whether a causal association truly exists remains unclear.",PMC11138153,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11138153/
,,PMC11137837,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137837/
X-ray Structure-Guided Discovery of a Potent Benzimidazole Glutaminyl Cyclase Inhibitor That Shows Activity in a Parkinson's Disease Mouse Model.,"The secretory glutaminyl cyclase (sQC) and Golgi-resident glutaminyl cyclase (gQC) are responsible for N-terminal protein pyroglutamation and associated with various human diseases. Although several sQC/gQC inhibitors have been reported, only one inhibitor, PQ912, is currently undergoing clinic trials for the treatment of Alzheimer's disease. We report an X-ray crystal structure of sQC complexed with PQ912, revealing that the benzimidazole makes ""anchor"" interactions with the active site zinc ion and catalytic triad. Structure-guided design and optimization led to a series of new benzimidazole derivatives exhibiting nanomolar inhibition for both sQC and gQC. In a MPTP-induced Parkinson's disease (PD) mouse model, ",Not available,URL not available
Heavy metals toxicity on epigenetic modifications in the pathogenesis of Alzheimer's disease (AD).,"Alzheimer's disease (AD) is a progressive decline in cognitive ability and behavior which eventually disrupts daily activities. AD has no cure and the progression rate varies unlikely. Among various causative factors, heavy metals are reported to be a significant hazard in AD pathogenesis. Metal-induced neurodegeneration has been focused globally with thorough research to unravel the mechanistic insights in AD. Recently, heavy metals suggested to play an important role in epigenetic alterations which might provide evidential results on AD pathology. Epigenetic modifications are known to play towards novel therapeutic approaches in treating AD. Though many studies focus on epigenetics and heavy metal implications in AD, there is a lack of research on heavy metal influence on epigenetic toxicity in neurological disorders. The current review aims to elucidate the plausible role of cadmium (Cd), iron (Fe), arsenic (As), copper (Cu), and lithium (Li) metals on epigenetic factors and the increase in amyloid beta and tau phosphorylation in AD. Also, the review discusses the common methods of heavy metal detection to implicate in AD pathogenesis. Hence, from this review, we can extend the need for future research on identifying the mechanistic behavior of heavy metals on epigenetic toxicity and to develop diagnostic and therapeutic markers in AD.",Not available,URL not available
"Synthesis of new N-(5,6-methylenedioxybenzothiazole-2-yl)-2-[(substituted)thio/piperazine]acetamide/propanamide derivatives and evaluation of their AChE, BChE, and BACE-1 inhibitory activities.","In this study, the synthesis of N-(5,6-methylenedioxybenzothiazole-2-yl)-2-[(substituted)thio/piperazine]acetamide/propanamide derivatives (3a-3k) and to investigate their acetylcholinesterase (AChE), butyrylcholinesterase (BChE) and β-secretase 1 (BACE-1) inhibition activity were aimed. Mass, ",Not available,URL not available
Exploring the lived experiences and care challenges of formal paid caregivers for people with intellectual disability and dementia.,"A greater number of people with intellectual disability are living into older age and are at increased risk of developing conditions such as dementia. Caring for a person with dementia presents several challenges for formal caregivers due to the progressive nature of the disease. An interpretive phenomenological analysis was used to understand the lived experiences of a purposive sample of formal caregivers in caring for people with intellectual disability and dementia. Discussions from 14 individual interviews generated data were analysed. Four key super-ordinate themes emerged which were: (1) recognising early indicators and diagnosis, (2) post diagnostic support, (3) coping with change and (4) need for future development. Themes reflected the experiences, barriers to dementia diagnosis and provide a valuable insight into the challenges faced by formal caregivers in providing aged care services.",Not available,URL not available
"Identification of vilazodone as a novel plasminogen activator inhibitor to overcome Alzheimer's disease through virtual screening, molecular dynamics simulation, and biological evaluation.","Urokinase-type plasminogen activator (PLAU), a member of the S1 serine peptidase family in Clan PA, plays a crucial role in the conversion of plasminogen into active plasmin. However, the precise role of PLAU in the central nervous system remains incompletely elucidated, particularly, in relation to Alzheimer's disease (AD). In this study, we successfully identified that PLAU could promote cell senescence in neurons, indicating it as a potential target for AD treatment through a systematic approach, which included both bioinformatics analysis and experimental verification. Subsequently, a structure-based virtual screening approach was employed to identify a potential PLAU inhibitor from the Food and Drug Administration-approved drug database. After analyzing docking scores and thoroughly examining the receptor-ligand complex interaction modes, vilazodone emerges as a highly promising PLAU inhibitor. Additionally, molecular docking and molecular dynamics simulations were performed to generate a complex structure between the relatively stable inhibitor vilazodone and PLAU. Of note, vilazodone exhibited superior cytotoxicity against senescent cells, showing a senolytic activity through targeting PLAU and ultimately producing an anti-AD effect. These findings suggest that targeting PLAU could represent a promising therapeutic strategy for AD. Furthermore, investigating the inhibitory potential and structural modifications based on vilazodone may provide valuable insights for future drug development targeting PLAU in AD disorders.",Not available,URL not available
Single-domain antibody-based protein degrader for synucleinopathies.,"Synucleinopathies are a group of neurodegenerative diseases characterized by the accumulation of α-synuclein (α-syn) in the brain, leading to motor and neuropsychiatric symptoms. Currently, there are no known cures for synucleinopathies, and treatments mainly focus on symptom management. In this study, we developed a single-domain antibody (sdAb)-based protein degrader with features designed to enhance proteasomal degradation of α-syn. This sdAb derivative targets both α-syn and Cereblon (CRBN), a substrate-receptor for the E3-ubiquitin ligase CRL4",7347582,https://www.ncbi.nlm.nih.gov/pmc/articles/7347582/
Emerging Pro-neurogenic Therapeutic Strategies for Neurodegenerative Diseases: A Review of Pre-clinical and Clinical Research.,"The neuroscience community has largely accepted the notion that functional neurons can be generated from neural stem cells in the adult brain, especially in two brain regions: the subventricular zone of the lateral ventricles and the subgranular zone in the dentate gyrus of the hippocampus. However, impaired neurogenesis has been observed in some neurodegenerative diseases, particularly in Alzheimer's, Parkinson's, and Huntington's diseases, and also in Lewy Body dementia. Therefore, restoration of neurogenic function in neurodegenerative diseases emerges as a potential therapeutic strategy to counteract, or at least delay, disease progression. Considering this, the present study summarizes the different neuronal niches, provides a collection of the therapeutic potential of different pro-neurogenic strategies in pre-clinical and clinical research, providing details about their possible modes of action, to guide future research and clinical practice.",7550688,https://www.ncbi.nlm.nih.gov/pmc/articles/7550688/
Role of PIM Kinase Inhibitor in the Treatment of Alzheimer's Disease.,"Alzheimer's disease (AD), a neurodegenerative disorder, is the most prevalent form of senile dementia, causing progressive deterioration of cognition, behavior, and rational skills. Neuropathologically, AD is characterized by two hallmark proteinaceous aggregates: amyloid beta (Aβ) plaques and neurofibrillary tangles (NFTs) formed of hyperphosphorylated tau. A significant study has been done to understand how Aβ and/or tau accumulation can alter signaling pathways that affect neuronal function. A conserved protein kinase known as the mammalian target of rapamycin (mTOR) is essential for maintaining the proper balance between protein synthesis and degradation. Overwhelming evidence shows mTOR signaling's primary role in age-dependent cognitive decline and the pathogenesis of AD. Postmortem human AD brains consistently show an upregulation of mTOR signaling. Confocal microscopy findings demonstrated a direct connection between mTOR and intraneuronal Aβ",3181909,https://www.ncbi.nlm.nih.gov/pmc/articles/3181909/
Trajectories of Purpose in Life Across Diagnosis of Alzheimer's Disease or Related Dementias in Older Adulthood.,,Not available,URL not available
"High- Dose Agomelatine Combined to Haloperidol Decanoate Improves Cognition, Downregulating ","Haloperidol decanoate (HD) was implicated in cognitive impairment. Agomelatine (AGO) was claimed to improve cognition. We aimed at investigating the effects of HD + low- or high- dose AGO on cognition, verifying the melatonergic/dopaminergic-to-the cholinergic hypothesis of cognition and exploring relevant cardiovascular issues in adult male ",Not available,URL not available
"Identifying alkaline phosphatase inhibitory potential of cyclooxygenase-2 inhibitors: Insights from molecular docking, MD simulations, molecular expression analysis in MCF-7 breast cancer cell line and in vitro investigations.","Alkaline phosphatases (APs, EC 3.1.3.1) belong to a superfamily of biological macromolecules that dephosphorylate many phosphometabolites and phosphoproteins and their overexpression is intricated in the spread of cancer to liver and bones, neuronal disorders including Alzheimer's disease (AD), inflammation and others. It was hypothesized that cyclooxygenase-2 (COX-2) selective inhibitors may possess anti-APs potential and may be involved in anticancer proceedings. Three COX-2 inhibitors including nimesulide, piroxicam and lornoxicam were evaluated for the inhibition of APs using in silico and in vitro methods. Molecular docking studies against tissue nonspecific alkaline phosphatase (TNAP) offered the best binding affinities for nimesulide (-11.14 kcal/mol) supported with conventional hydrogen bonding and hydrophobic interactions. MD simulations against TNAP for 200 ns and principal component analysis (PCA) reiterated the stability of ligand-receptor complexes. Molecular expression analysis of TNAP enzyme in the breast cancer cell line MCF-7 exhibited 0.24-fold downregulation with 5 μM nimesulide as compared with 0.26-fold standard 10 μM levamisole. In vitro assays against human placental AP (hPAP) displayed potent inhibitions of these drugs with IC",Not available,URL not available
Oligomeric Tau-induced oxidative damage and functional alterations in cerebral endothelial cells: Role of RhoA/ROCK signaling pathway.,"Despite of yet unknown mechanism, microvascular deposition of oligomeric Tau (oTau) has been implicated in alteration of the Blood-Brain Barrier (BBB) function in Alzheimer's disease (AD) brains. In this study, we employed an in vitro BBB model using primary mouse cerebral endothelial cells (CECs) to investigate the mechanism underlying the effects of oTau on BBB function. We found that exposing CECs to oTau induced oxidative stress through NADPH oxidase, increased oxidative damage to proteins, decreased proteasome activity, and expressions of tight junction (TJ) proteins including occludin, zonula occludens-1 (ZO-1) and claudin-5. These effects were suppressed by the pretreatment with Fasudil, a RhoA/ROCK signaling inhibitor. Consistent with the biochemical alterations, we found that exposing the basolateral side of CECs to oTau in the BBB model disrupted the integrity of the BBB, as indicated by an increase in FITC-dextran transport across the model, and a decrease in trans endothelial electrical resistance (TEER). oTau also increased the transmigration of peripheral blood mononuclear cells (PBMCs) in the BBB model. These functional alterations in the BBB induced by oTau were also suppressed by Fasudil. Taken together, our findings suggest that targeting the RhoA/ROCK pathway can be a potential therapeutic strategy to maintain BBB function in AD.",Not available,URL not available
Effects of ambient air pollution on brain cortical thickness and subcortical volume: A longitudinal neuroimaging study.,"Long-term exposure to air pollutants is associated with an increased risk of Alzheimer's disease and mild cognitive impairment. Therefore, we investigated the association between long-term air pollution exposure and changes in neuroimaging markers.",Not available,URL not available
Oxygen-enriching triphase platform for reliable sensing of femtomolar Alzheimer's neurofilament lights.,"Accurate quantification of neurofilament lights (NfLs), a prognostic blood biomarker, is highly required to predict neurodegeneration in the presymptomatic stages of Alzheimer's disease. Here, we report self-oxygen-enriching coral structures with triphase interfaces for the label-free photocathodic detection of NfLs in blood plasma with femtomolar sensitivities and high reliability. In conventional photocathodic immunoassays, the poor solubility and sluggish diffusion rate of the dissolved oxygen serving as electron acceptors have necessitated the incorporation of additional electron acceptors or aeration procedures. To address the challenge, we designed the coral-like copper bismuth oxides (CBO) with robust solid-liquid-air contact boundaries that enrich the interfacial oxygen levels without an external aeration source. By optimally assembling the perfluorododecyltrichlorosilane (FTCS) and platinum (Pt) co-catalysts into the silver-doped CBO (Ag:CBO), the stable solid-liquid-air contact boundaries were formed within the sensor interfaces, which allowed for the abundant supply of air phase oxygen through an air pocket connected to the atmosphere. The Pt/FTCS-Ag:CBO exhibited the stable background signals independent of the dissolved oxygen fluctuations and amplified photocurrent signals by 1.76-fold, which were attributed to the elevated interfacial oxygen levels and 11.15 times-lowered mass transport resistance. Under the illumination of white light-emitting diode, the oxygen-enriching photocathodic sensor composed of Pt/FTCS-Ag:CBO conjugated with NfLs-specific antibodies precisely quantified the NfLs in plasma with a low coefficient of variation (≤2.97%), a high degree of recovery (>97.0%), and a limit of detection of 40.38 fg/mL, which was 140 times lower than the typical photocathodic sensor with diphase interfaces.",Not available,URL not available
Hypoglycemic TCM formulas (Huangqi-Gegen drug pair) have the potential as an Alzheimer's disease.,Alzheimer's disease (AD) is a neurological disorder. There is a considerable unmet medical need among those suffering from it.,Not available,URL not available
Differential Vulnerability of Hippocampal Subfields to Amyloid and Tau Deposition in the Lewy Body Diseases.,"Alzheimer disease (AD) copathologies of β-amyloid and tau are common in the Lewy body diseases (LBD), dementia with Lewy bodies (DLB) and Parkinson disease (PD), and target distinct hippocampal subfields compared with Lewy pathology, including subiculum and CA1. We investigated the hypothesis that AD copathologies impact the pattern of hippocampal subregion volume loss and cognitive function in LBD.",Not available,URL not available
Artificial Intelligence and Technology for AD/ADRD and Healthy Aging: The NIA-Funded A2 Collective.,No abstract,Not available,URL not available
Pharmacological modulation of septins restores calcium homeostasis and is neuroprotective in models of Alzheimer's disease.,"Abnormal calcium signaling is a central pathological component of Alzheimer's disease (AD). Here, we describe the identification of a class of compounds called ReS19-T, which are able to restore calcium homeostasis in cell-based models of tau pathology. Aberrant tau accumulation leads to uncontrolled activation of store-operated calcium channels (SOCCs) by remodeling septin filaments at the cell cortex. Binding of ReS19-T to septins restores filament assembly in the disease state and restrains calcium entry through SOCCs. In amyloid-β and tau-driven mouse models of disease, ReS19-T agents restored synaptic plasticity, normalized brain network activity, and attenuated the development of both amyloid-β and tau pathology. Our findings identify the septin cytoskeleton as a potential therapeutic target for the development of disease-modifying AD treatments.",Not available,URL not available
"Hederagenin reduces Aβ-induced oxidative damage, decreases Aβ deposition and promotes cell survival by the P13 K/Akt signaling pathway.","Alzheimer's disease (AD) is a neurodegenerative disease characterized by memory loss and cognitive impairment. β-amyloid (Aβ) is one of the typical pathological features of AD, and its accumulation leads to neuronal death from oxidative stress. Here, we found that hederagenin (HG), a natural product, exhibits anti-tumor, anti-inflammatory, anti-depressant, anti-neurodegenerative biological activities. However, whether HG has anti-Aβ activity remains unclear. Based on the characteristics of HG, it is hypothesized that HG has biological activity against Aβ injury. Therefore, Aβ-injured SH-SY5Y cells were constructed, and the protective effect of HG against Aβ injury was further evaluated using C. elegans. The results showed that HG increased superoxide dismutase activity, effectively reduced Aβ-induced oxidative damage, and reduced apoptosis via the PI3 K/Akt signaling pathway. HG inhibited Aβ deposition and delayed senescence and paralysis in the C. elegans strain, CL4176. HG showed inhibitory effects on Aβ; therefore, more natural active products are expected to be applied in AD therapy.",Not available,URL not available
Review of valiltramiprosate (ALZ-801) for the treatment of Alzheimer's disease: a novel small molecule with disease modifying potential.,"Alzheimer's disease (AD) is a neurodegenerative condition characterized by progressive cognitive deterioration, functional impairments, and neuropsychiatric symptoms. Valiltramiprosate is a tramiprosate prodrug being investigated as a novel treatment for AD.",Not available,URL not available
Hypercholesterolemia and the Increased Risk of Vascular Dementia: a Cholesterol Perspective.,"Vascular dementia (VaD) is the second most prevalent type of dementia after Alzheimer's disease.Hypercholesterolemia may increase the risk of dementia, but the association between cholesterol and cognitive function is very complex. From the perspective of peripheral and brain cholesterol, we review the relationship between hypercholesterolemia and increased risk of VaD and how the use of lipid-lowering therapies affects cognition.",4631710,https://www.ncbi.nlm.nih.gov/pmc/articles/4631710/
A comparison of dementia diagnoses and cognitive function measures in Medicare claims and the Minimum Data Set.,"Gold standard dementia assessments are rarely available in large real-world datasets, leaving researchers to choose among methods with imperfect but acceptable accuracy to identify nursing home (NH) residents with dementia. In healthcare claims, options include claims-based diagnosis algorithms, diagnosis indicators, and cognitive function measures in the Minimum Data Set (MDS), but few studies have compared these. We evaluated the proportion of NH residents identified with possible dementia and concordance of these three.",Not available,URL not available
Effect of blood collection tube containing protease inhibitors on the pre-analytical stability of Alzheimer's disease plasma biomarkers.,"The reliability of plasma biomarkers of Alzheimer's disease (AD) can be compromised by protease-induced degradation. This can limit the feasibility of conducting plasma biomarker studies in environments that lack the capacity for immediate processing and appropriate storage of blood samples. We hypothesized that blood collection tube supplementation with protease inhibitors can improve the stability of plasma biomarkers at room temperatures (RT). In this study, we conducted a comparative analysis of blood biomarker stability in traditional ethylenediaminetetraacetic acid (EDTA) tubes versus BD™ P100 collection tubes, the latter being coated with a protease inhibitor cocktail. The stability of six plasma AD biomarkers was evaluated over time under RT conditions. We evaluated three experimental approaches. In Approach 1, pooled plasma samples underwent storage at RT for up to 96 h. In Approach 2, plasma samples isolated upfront from whole blood collected into EDTA or P100 tubes were stored at RT for 0 h or 24 h before biomarker measurements. In Approach 3, whole blood samples were collected into paired EDTA and P100 tubes, followed by storage at RT for 0 h or 24 h before isolating the plasma for analyses. Biomarkers were measured with Single Molecule Array (Simoa) and immunoprecipitation-mass spectrometry (IP-MS) assays. Both the IP-MS and Simoa methods revealed that the use of P100 tubes significantly improves the stability of Aβ42 and Aβ40 across all approaches. However, the Aβ42/Aβ40 ratio levels were significantly stabilized only in the IP-MS assay in Approach 3. No significant differences were observed in the levels of plasma p-tau181, GFAP, and NfL for samples collected using either tube type in any of the approaches. Supplementation of blood collection tubes with protease inhibitors could reduce the protease-induced degradation of plasma Aβ42 and Aβ40, and the Aβ42/40 ratio for the IP-MS assay. These findings have crucial implications for preanalytical procedures, particularly in resource-limited settings.",Not available,URL not available
A randomized controlled trial on the effects of traditional Thai mind-body exercise (Ruesi Dadton) on biomarkers in mild cognitive impairment.,"Exercise has been shown to reduce the rate of mild cognitive impairment (MCI) and Alzheimer's disease. Although motor coordination movements and poses in Ruesi Dadton (RD) exercises may improve cognitive function, RD is rarely used for MCI. To date, there is insufficient evidence on whether 12 weeks of RD exercise correlates with blood biomarkers related to neurogenesis and plasticity.",Not available,URL not available
